id,name_user,url_user,comment_text,comment_main
8,Fersen Aponte,https://www.facebook.com/fersen.aponte?comment_id=Y29tbWVudDoxMDE2MTI3NDA2MzEyMzk5OF8xMDE2MTI3ODc1OTIzODk5OA%3D%3D&__cft__[0]=AZXkviw9QXouiR_gOqxyELoCgy-NOgb5ZGh9ACbSZQm3ag-EhUXa8AGp3JaTj-jUVZ3F_cGd5ZuObtSYsF93XXQLUJ-kFlNgtglN56ZGTfpKbsvBF87fg4PufaBd4WvKMdkrW9ng1i5LUGNvA8F0nRG6&__tn__=R]-R,Dígalo que tengo razón amiga?,False
8,Carmen Saravia,https://www.facebook.com/carmen.saravia.102977?comment_id=Y29tbWVudDoxMDE2MTI3NDA2MzEyMzk5OF8xMDE2MTI4MDc0ODE0ODk5OA%3D%3D&__cft__[0]=AZXkviw9QXouiR_gOqxyELoCgy-NOgb5ZGh9ACbSZQm3ag-EhUXa8AGp3JaTj-jUVZ3F_cGd5ZuObtSYsF93XXQLUJ-kFlNgtglN56ZGTfpKbsvBF87fg4PufaBd4WvKMdkrW9ng1i5LUGNvA8F0nRG6&__tn__=R]-R,Eso es cierto.,False
8,Luis Aguilar,https://www.facebook.com/profile.php?id=100022573059978&comment_id=Y29tbWVudDoxMDE2MTI3NDA2MzEyMzk5OF8xMDE2MTI4MzQ0NjEzMzk5OA%3D%3D&__cft__[0]=AZXkviw9QXouiR_gOqxyELoCgy-NOgb5ZGh9ACbSZQm3ag-EhUXa8AGp3JaTj-jUVZ3F_cGd5ZuObtSYsF93XXQLUJ-kFlNgtglN56ZGTfpKbsvBF87fg4PufaBd4WvKMdkrW9ng1i5LUGNvA8F0nRG6&__tn__=R]-R,Fersen Aponte oscari entrego dejo eso para Uzcategui,False
8,Fersen Aponte,https://www.facebook.com/fersen.aponte?comment_id=Y29tbWVudDoxMDE2MTI3NDA2MzEyMzk5OF8xMDE2MTI4MzU4OTI3Mzk5OA%3D%3D&__cft__[0]=AZXkviw9QXouiR_gOqxyELoCgy-NOgb5ZGh9ACbSZQm3ag-EhUXa8AGp3JaTj-jUVZ3F_cGd5ZuObtSYsF93XXQLUJ-kFlNgtglN56ZGTfpKbsvBF87fg4PufaBd4WvKMdkrW9ng1i5LUGNvA8F0nRG6&__tn__=R]-R,Perfecto ojalá y le meta una mega coñaza al bastardo de Héctor Rodríguez,False
8,Ysvett Coromoto Carvallo Perez,https://www.facebook.com/ysvettcoromoto.carvalloperez?comment_id=Y29tbWVudDoxMDE2MTI3NDA2MzEyMzk5OF8xMDE2MTI4Mzk1NjYzODk5OA%3D%3D&__cft__[0]=AZXkviw9QXouiR_gOqxyELoCgy-NOgb5ZGh9ACbSZQm3ag-EhUXa8AGp3JaTj-jUVZ3F_cGd5ZuObtSYsF93XXQLUJ-kFlNgtglN56ZGTfpKbsvBF87fg4PufaBd4WvKMdkrW9ng1i5LUGNvA8F0nRG6&__tn__=R]-R,Ojo cuando voten me dijeron que la Unidad quedó en el tarjetón si votan Unidad o todo lo que indique Oscari quedará nulo,False
9,Daviel Urbina,https://www.facebook.com/daviel.urbina?comment_id=Y29tbWVudDoxMDE2MTI3NDA2MzEyMzk5OF8xMDE2MTI4Mzk1MDQ5ODk5OA%3D%3D&__cft__[0]=AZXkviw9QXouiR_gOqxyELoCgy-NOgb5ZGh9ACbSZQm3ag-EhUXa8AGp3JaTj-jUVZ3F_cGd5ZuObtSYsF93XXQLUJ-kFlNgtglN56ZGTfpKbsvBF87fg4PufaBd4WvKMdkrW9ng1i5LUGNvA8F0nRG6&__tn__=R]-R,vengan para las maravillas esto es buros tanbien,True
10,Carmen Gonzalez,https://www.facebook.com/profile.php?id=100002107573156&comment_id=Y29tbWVudDoxMDE2MTI3NDA2MzEyMzk5OF8xMDE2MTI4MzkyOTg2ODk5OA%3D%3D&__cft__[0]=AZXkviw9QXouiR_gOqxyELoCgy-NOgb5ZGh9ACbSZQm3ag-EhUXa8AGp3JaTj-jUVZ3F_cGd5ZuObtSYsF93XXQLUJ-kFlNgtglN56ZGTfpKbsvBF87fg4PufaBd4WvKMdkrW9ng1i5LUGNvA8F0nRG6&__tn__=R]-R,Palabras palabras palabras tan solo palabras que no hay que creer son solo uno falso pura palabras,True
11,Gladyusk Rivas,https://www.facebook.com/gladysadriana.morenorivas?comment_id=Y29tbWVudDoxMDE2MTI3NDA2MzEyMzk5OF8xMDE2MTI4MzYwNzU1Mzk5OA%3D%3D&__cft__[0]=AZXkviw9QXouiR_gOqxyELoCgy-NOgb5ZGh9ACbSZQm3ag-EhUXa8AGp3JaTj-jUVZ3F_cGd5ZuObtSYsF93XXQLUJ-kFlNgtglN56ZGTfpKbsvBF87fg4PufaBd4WvKMdkrW9ng1i5LUGNvA8F0nRG6&__tn__=R]-R,Te deseo lo mejor. Ojalá Dios mediante ganes la gobernación de Miranda. Quiero un cambio .,True
12,Katty Martínez,https://www.facebook.com/Kattynmm?comment_id=Y29tbWVudDoxMDE2MTI3NDA2MzEyMzk5OF8xMDE2MTI4MzU4OTA0Mzk5OA%3D%3D&__cft__[0]=AZXkviw9QXouiR_gOqxyELoCgy-NOgb5ZGh9ACbSZQm3ag-EhUXa8AGp3JaTj-jUVZ3F_cGd5ZuObtSYsF93XXQLUJ-kFlNgtglN56ZGTfpKbsvBF87fg4PufaBd4WvKMdkrW9ng1i5LUGNvA8F0nRG6&__tn__=R]-R,TODOS VOTEN POR ESTE TIPO PORFAVOR,True
13,Luis Alberto Fernandez,https://www.facebook.com/luisalberto.fernandez.3154?comment_id=Y29tbWVudDoxMDE2MTI3NDA2MzEyMzk5OF8xMDE2MTI4MzM0Mzc2ODk5OA%3D%3D&__cft__[0]=AZXkviw9QXouiR_gOqxyELoCgy-NOgb5ZGh9ACbSZQm3ag-EhUXa8AGp3JaTj-jUVZ3F_cGd5ZuObtSYsF93XXQLUJ-kFlNgtglN56ZGTfpKbsvBF87fg4PufaBd4WvKMdkrW9ng1i5LUGNvA8F0nRG6&__tn__=R]-R,Vamos caaraaaaajooooOoo,True
14,Veronica Cisneros,https://www.facebook.com/veronica.cisneros.37625?comment_id=Y29tbWVudDoxMDE2MTI3NDA2MzEyMzk5OF8xMDE2MTI4MzMzMDA4Mzk5OA%3D%3D&__cft__[0]=AZXkviw9QXouiR_gOqxyELoCgy-NOgb5ZGh9ACbSZQm3ag-EhUXa8AGp3JaTj-jUVZ3F_cGd5ZuObtSYsF93XXQLUJ-kFlNgtglN56ZGTfpKbsvBF87fg4PufaBd4WvKMdkrW9ng1i5LUGNvA8F0nRG6&__tn__=R]-R,Con el favor de dios el cambio va contigo voy David cuenta con mi voto,True
15,Betty Gutierrez,https://www.facebook.com/thepunisher.john.nino?comment_id=Y29tbWVudDoxMDE2MTI3NDA2MzEyMzk5OF8xMDE2MTI4MzAzMTA5Mzk5OA%3D%3D&__cft__[0]=AZXkviw9QXouiR_gOqxyELoCgy-NOgb5ZGh9ACbSZQm3ag-EhUXa8AGp3JaTj-jUVZ3F_cGd5ZuObtSYsF93XXQLUJ-kFlNgtglN56ZGTfpKbsvBF87fg4PufaBd4WvKMdkrW9ng1i5LUGNvA8F0nRG6&__tn__=R]-R,Todos es mentira de pues q este montado ni se acuerda de nadie eso son peores eso pendiente es de roba siga creyendo pajaritos preñado jajaja,True
16,Alvaro Zerpa,https://www.facebook.com/alvaro.zerpa.395?comment_id=Y29tbWVudDoxMDE2MTI3NDA2MzEyMzk5OF8xMDE2MTI4MjcyOTkwODk5OA%3D%3D&__cft__[0]=AZXkviw9QXouiR_gOqxyELoCgy-NOgb5ZGh9ACbSZQm3ag-EhUXa8AGp3JaTj-jUVZ3F_cGd5ZuObtSYsF93XXQLUJ-kFlNgtglN56ZGTfpKbsvBF87fg4PufaBd4WvKMdkrW9ng1i5LUGNvA8F0nRG6&__tn__=R]-R,"David Uzcátegui, Héctor Rodríguez que lo coja un burro",True
17,Dainy Sofia,https://www.facebook.com/profile.php?id=100026396749455&comment_id=Y29tbWVudDoxMDE2MTI3NDA2MzEyMzk5OF8xMDE2MTI4MjY2MDg4Mzk5OA%3D%3D&__cft__[0]=AZXkviw9QXouiR_gOqxyELoCgy-NOgb5ZGh9ACbSZQm3ag-EhUXa8AGp3JaTj-jUVZ3F_cGd5ZuObtSYsF93XXQLUJ-kFlNgtglN56ZGTfpKbsvBF87fg4PufaBd4WvKMdkrW9ng1i5LUGNvA8F0nRG6&__tn__=R]-R,"Amen Que así Sea, Barlovento se está Destruyendo Lugares Como el Peñon, La Fila Morocopo San Francisco y muchos Más Están Totalmente Destruidos por la Delincuencia y Parece que Nadien lo Ve sin Señal luz, y la carretera full de monte ya que Nadien Camina por allí por miedo al llegar ah la entrada y llegar allí con ese terror que viven en esa entrada de Casupo",True
18,Hernán José Osuna,https://www.facebook.com/profile.php?id=100069163726255&comment_id=Y29tbWVudDoxMDE2MTI3NDA2MzEyMzk5OF8xMDE2MTI4MjYzNzcyMzk5OA%3D%3D&__cft__[0]=AZXkviw9QXouiR_gOqxyELoCgy-NOgb5ZGh9ACbSZQm3ag-EhUXa8AGp3JaTj-jUVZ3F_cGd5ZuObtSYsF93XXQLUJ-kFlNgtglN56ZGTfpKbsvBF87fg4PufaBd4WvKMdkrW9ng1i5LUGNvA8F0nRG6&__tn__=R]-R,Ya bastante tiempo tenemos con tantas mentiras y promesas que an hechos y no cumplen ninguna puro para ustedes haciéndose cada día más multimillonario y el pueblo pasando miseria sr ique gobernador Héctor Rodríguez usted no ha visto por Miranda y mucho menos por la ciudad de los teques quiere seguir engañando al pueblo no ya bastante an jodido,True
19,Hernán José Osuna,https://www.facebook.com/profile.php?id=100069163726255&comment_id=Y29tbWVudDoxMDE2MTI3NDA2MzEyMzk5OF8xMDE2MTI4MjYyNjE4Mzk5OA%3D%3D&__cft__[0]=AZXkviw9QXouiR_gOqxyELoCgy-NOgb5ZGh9ACbSZQm3ag-EhUXa8AGp3JaTj-jUVZ3F_cGd5ZuObtSYsF93XXQLUJ-kFlNgtglN56ZGTfpKbsvBF87fg4PufaBd4WvKMdkrW9ng1i5LUGNvA8F0nRG6&__tn__=R]-R,"Hernan osuna Miranda necesita un buen cambio y tenemos que cambiar ya bastante antes despilfarro
este gobierno pondremos toda la fe en el nuevo gobernador David uzcategui",True
20,Vegas Sayid,https://www.facebook.com/joseph.vegas.35?comment_id=Y29tbWVudDoxMDE2MTI3NDA2MzEyMzk5OF8xMDE2MTI4MjQwMjM2Mzk5OA%3D%3D&__cft__[0]=AZXkviw9QXouiR_gOqxyELoCgy-NOgb5ZGh9ACbSZQm3ag-EhUXa8AGp3JaTj-jUVZ3F_cGd5ZuObtSYsF93XXQLUJ-kFlNgtglN56ZGTfpKbsvBF87fg4PufaBd4WvKMdkrW9ng1i5LUGNvA8F0nRG6&__tn__=R]-R,"Con tal no sufras de perdida de la memoria está bien ,tanto derecha e izquierda son la misma verga .ahorita prometen hasta el cielo",True
21,Viviana Abreu,https://www.facebook.com/viviana.abreu.547?comment_id=Y29tbWVudDoxMDE2MTI3NDA2MzEyMzk5OF8xMDE2MTI4MTc0MjU0Mzk5OA%3D%3D&__cft__[0]=AZXkviw9QXouiR_gOqxyELoCgy-NOgb5ZGh9ACbSZQm3ag-EhUXa8AGp3JaTj-jUVZ3F_cGd5ZuObtSYsF93XXQLUJ-kFlNgtglN56ZGTfpKbsvBF87fg4PufaBd4WvKMdkrW9ng1i5LUGNvA8F0nRG6&__tn__=R]-R,"Dónde estabas tú durante todo este tiempo , ahora si quieren votos aparecen cada vez que hay elección descarados",True
21,Viviana Abreu,https://www.facebook.com/viviana.abreu.547?comment_id=Y29tbWVudDoxMDE2MTI3NDA2MzEyMzk5OF8xMDE2MTI4MTc0MjU0Mzk5OA%3D%3D&__cft__[0]=AZXkviw9QXouiR_gOqxyELoCgy-NOgb5ZGh9ACbSZQm3ag-EhUXa8AGp3JaTj-jUVZ3F_cGd5ZuObtSYsF93XXQLUJ-kFlNgtglN56ZGTfpKbsvBF87fg4PufaBd4WvKMdkrW9ng1i5LUGNvA8F0nRG6&__tn__=R]-R,"Dónde estabas tú durante todo este tiempo , ahora si quieren votos aparecen cada vez que hay elección descarados",True
23,Taliana Mayuri,https://www.facebook.com/profile.php?id=100073370355210&comment_id=Y29tbWVudDoxMDE2MTI3NDA2MzEyMzk5OF8xMDE2MTI4MTU3NjQzMzk5OA%3D%3D&__cft__[0]=AZXkviw9QXouiR_gOqxyELoCgy-NOgb5ZGh9ACbSZQm3ag-EhUXa8AGp3JaTj-jUVZ3F_cGd5ZuObtSYsF93XXQLUJ-kFlNgtglN56ZGTfpKbsvBF87fg4PufaBd4WvKMdkrW9ng1i5LUGNvA8F0nRG6&__tn__=R]-R,Cuanto le habrán pagado a este carajo,True
24,Jesus Terius,https://www.facebook.com/jesus.terius?comment_id=Y29tbWVudDoxMDE2MTI3NDA2MzEyMzk5OF8xMDE2MTI4MTU2NTIxODk5OA%3D%3D&__cft__[0]=AZXkviw9QXouiR_gOqxyELoCgy-NOgb5ZGh9ACbSZQm3ag-EhUXa8AGp3JaTj-jUVZ3F_cGd5ZuObtSYsF93XXQLUJ-kFlNgtglN56ZGTfpKbsvBF87fg4PufaBd4WvKMdkrW9ng1i5LUGNvA8F0nRG6&__tn__=R]-R,Proximo gobernador,True
25,Pedro Milano,https://www.facebook.com/pedro.milano.14?comment_id=Y29tbWVudDoxMDE2MTI3NDA2MzEyMzk5OF8xMDE2MTI4MTUyMjU1ODk5OA%3D%3D&__cft__[0]=AZXkviw9QXouiR_gOqxyELoCgy-NOgb5ZGh9ACbSZQm3ag-EhUXa8AGp3JaTj-jUVZ3F_cGd5ZuObtSYsF93XXQLUJ-kFlNgtglN56ZGTfpKbsvBF87fg4PufaBd4WvKMdkrW9ng1i5LUGNvA8F0nRG6&__tn__=R]-R,Ahora tu gobernador le importa mas su tarjeta que la unidad desgracia de dirigente,True
26,Carmen Saravia,https://www.facebook.com/carmen.saravia.102977?comment_id=Y29tbWVudDoxMDE2MTI3NDA2MzEyMzk5OF8xMDE2MTI4MDc0NjkzODk5OA%3D%3D&__cft__[0]=AZXkviw9QXouiR_gOqxyELoCgy-NOgb5ZGh9ACbSZQm3ag-EhUXa8AGp3JaTj-jUVZ3F_cGd5ZuObtSYsF93XXQLUJ-kFlNgtglN56ZGTfpKbsvBF87fg4PufaBd4WvKMdkrW9ng1i5LUGNvA8F0nRG6&__tn__=R]-R,Estoy contigo.,True
27,Victoria Hernández,https://www.facebook.com/profile.php?id=100066358031450&comment_id=Y29tbWVudDoxMDE2MTI3NDA2MzEyMzk5OF8xMDE2MTI4MDQ3NjUyMzk5OA%3D%3D&__cft__[0]=AZXkviw9QXouiR_gOqxyELoCgy-NOgb5ZGh9ACbSZQm3ag-EhUXa8AGp3JaTj-jUVZ3F_cGd5ZuObtSYsF93XXQLUJ-kFlNgtglN56ZGTfpKbsvBF87fg4PufaBd4WvKMdkrW9ng1i5LUGNvA8F0nRG6&__tn__=R]-R,Dios bendiga a nuestro futuro gobernador David uzcategui caucagua esta contigo cuenta con Miranda que Miranda también cuenta conmigo amen,True
28,Iraida Piñero,https://www.facebook.com/iraida.pinero.7?comment_id=Y29tbWVudDoxMDE2MTI3NDA2MzEyMzk5OF8xMDE2MTI4MDI5ODk1ODk5OA%3D%3D&__cft__[0]=AZXkviw9QXouiR_gOqxyELoCgy-NOgb5ZGh9ACbSZQm3ag-EhUXa8AGp3JaTj-jUVZ3F_cGd5ZuObtSYsF93XXQLUJ-kFlNgtglN56ZGTfpKbsvBF87fg4PufaBd4WvKMdkrW9ng1i5LUGNvA8F0nRG6&__tn__=R]-R,Toda la fe en que eres y serás esperanza para Miranda. Y orgullosa de que mi hermana Erika Piñero este en la lucha contigo para el bienestar de las comunidades.,True
29,Julio Cesar Montes Flores,https://www.facebook.com/juliocesar.montesflores.9?comment_id=Y29tbWVudDoxMDE2MTI3NDA2MzEyMzk5OF8xMDE2MTI4MDE0OTU3Mzk5OA%3D%3D&__cft__[0]=AZXkviw9QXouiR_gOqxyELoCgy-NOgb5ZGh9ACbSZQm3ag-EhUXa8AGp3JaTj-jUVZ3F_cGd5ZuObtSYsF93XXQLUJ-kFlNgtglN56ZGTfpKbsvBF87fg4PufaBd4WvKMdkrW9ng1i5LUGNvA8F0nRG6&__tn__=R]-R,Así es ocaris pensaste bien una sola alianza a nuestro ya gobernador David Uzcátegui. Palante. Mi pueblo. Basta de miseria.,True
30,Alba Ottolina,https://www.facebook.com/aottolina?comment_id=Y29tbWVudDoxMDE2MTI3NDA2MzEyMzk5OF8xMDE2MTI4MDA4MjQ2ODk5OA%3D%3D&__cft__[0]=AZXkviw9QXouiR_gOqxyELoCgy-NOgb5ZGh9ACbSZQm3ag-EhUXa8AGp3JaTj-jUVZ3F_cGd5ZuObtSYsF93XXQLUJ-kFlNgtglN56ZGTfpKbsvBF87fg4PufaBd4WvKMdkrW9ng1i5LUGNvA8F0nRG6&__tn__=R]-R,Con la mala fama de las promesas electorales,True
31,Rosario Bompart,https://www.facebook.com/rosario.bompart.1?comment_id=Y29tbWVudDoxMDE2MTI3NDA2MzEyMzk5OF8xMDE2MTI4MDA2OTIzMzk5OA%3D%3D&__cft__[0]=AZXkviw9QXouiR_gOqxyELoCgy-NOgb5ZGh9ACbSZQm3ag-EhUXa8AGp3JaTj-jUVZ3F_cGd5ZuObtSYsF93XXQLUJ-kFlNgtglN56ZGTfpKbsvBF87fg4PufaBd4WvKMdkrW9ng1i5LUGNvA8F0nRG6&__tn__=R]-R,Que dios nos conceda la dicha de ser así pongamos todo el 21 de noviembre el voto del progreso y de la victoria para así en batalla sacar a miranda hacia adelante si podemos todo a votar por la mejoría de cada uno de nosotros,True
32,Mariana Duarte,https://www.facebook.com/mariana.duarte.946?comment_id=Y29tbWVudDoxMDE2MTI3NDA2MzEyMzk5OF8xMDE2MTI4MDA0NjIxMzk5OA%3D%3D&__cft__[0]=AZXkviw9QXouiR_gOqxyELoCgy-NOgb5ZGh9ACbSZQm3ag-EhUXa8AGp3JaTj-jUVZ3F_cGd5ZuObtSYsF93XXQLUJ-kFlNgtglN56ZGTfpKbsvBF87fg4PufaBd4WvKMdkrW9ng1i5LUGNvA8F0nRG6&__tn__=R]-R,"Si David, lamentablemente Barlovento-higuerote esta abandonado..
a ayudar esa zona turística de nuestro pais.",True
33,Marcos Hernandez,https://www.facebook.com/profile.php?id=100048800114551&comment_id=Y29tbWVudDoxMDE2MTI3NDA2MzEyMzk5OF8xMDE2MTI3OTk3NDMzODk5OA%3D%3D&__cft__[0]=AZXkviw9QXouiR_gOqxyELoCgy-NOgb5ZGh9ACbSZQm3ag-EhUXa8AGp3JaTj-jUVZ3F_cGd5ZuObtSYsF93XXQLUJ-kFlNgtglN56ZGTfpKbsvBF87fg4PufaBd4WvKMdkrW9ng1i5LUGNvA8F0nRG6&__tn__=R]-R,Dios quiera i ya podamos salir de esta anarquía y desidia en k a caído el Edo Miranda solo miseria anarquía y destrucción tendrá k arrancar de 0 porque aquí cayeron las 7 plagas !!!!,True
34,Victor Nunes,https://www.facebook.com/victor.nunes.3954?comment_id=Y29tbWVudDoxMDE2MTI3NDA2MzEyMzk5OF8xMDE2MTI3OTkyNTM2Mzk5OA%3D%3D&__cft__[0]=AZXkviw9QXouiR_gOqxyELoCgy-NOgb5ZGh9ACbSZQm3ag-EhUXa8AGp3JaTj-jUVZ3F_cGd5ZuObtSYsF93XXQLUJ-kFlNgtglN56ZGTfpKbsvBF87fg4PufaBd4WvKMdkrW9ng1i5LUGNvA8F0nRG6&__tn__=R]-R,El sábado cuando iba para Higuerote caí en un hueco se rompió el caucho que autopista tan descuidada,True
35,Jesus Rincon,https://www.facebook.com/jesusrinconibarra?comment_id=Y29tbWVudDoxMDE2MTI3NDA2MzEyMzk5OF8xMDE2MTI3OTAzNjAyODk5OA%3D%3D&__cft__[0]=AZXkviw9QXouiR_gOqxyELoCgy-NOgb5ZGh9ACbSZQm3ag-EhUXa8AGp3JaTj-jUVZ3F_cGd5ZuObtSYsF93XXQLUJ-kFlNgtglN56ZGTfpKbsvBF87fg4PufaBd4WvKMdkrW9ng1i5LUGNvA8F0nRG6&__tn__=R]-R,"Concentraciones vacías los mismos 4 gatos
Con sus encuestas amañadas se creen su propia mentiras",True
